YYYY,MM,DD,EXCH,COMMODITY,TICKER,FILESIZE,VOLUME,OPENINT,TIMESTAMP,LASTPRICE
2013,04,09,CFFEX,IF,IF1306,2012788,43924.0,30596.0,15:15:00.500,2478.2
2013,04,09,CFFEX,IF,IF1309,1580711,2673.0,7505.0,15:15:00.500,2488.2
2013,04,10,CFFEX,IF,IF1304,2099655,659770.0,58702.0,15:15:00.500,2481.0
2013,04,10,CFFEX,IF,IF1305,1958053,13788.0,7161.0,15:15:00.500,2481.0
2013,04,10,CFFEX,IF,IF1306,2013267,33316.0,32155.0,15:15:00.500,2477.6
2013,04,10,CFFEX,IF,IF1309,1492436,1675.0,7634.0,15:15:00.500,2485.8
2013,04,11,CFFEX,IF,IF1304,2099465,662650.0,62113.0,15:15:00.500,2472.4
2013,04,11,CFFEX,IF,IF1305,1965707,19045.0,8335.0,15:15:00.500,2473.2
2013,04,11,CFFEX,IF,IF1306,2014840,35781.0,33268.0,15:15:00.500,2469.8
2013,04,11,CFFEX,IF,IF1309,1506847,2609.0,7605.0,15:15:00.500,2477.6
2013,04,12,CFFEX,IF,IF1304,2097008,578596.0,53184.0,15:15:00.500,2461.8
2013,04,12,CFFEX,IF,IF1305,1961189,18907.0,9001.0,15:15:00.500,2464.0
2013,04,12,CFFEX,IF,IF1306,2012788,30350.0,33892.0,15:15:00.500,2460.0
2013,04,12,CFFEX,IF,IF1309,1433470,1606.0,7617.0,15:15:00.500,2466.6
2013,04,15,CFFEX,IF,IF1304,2096406,611821.0,49788.0,15:15:00.500,2441.2
2013,04,15,CFFEX,IF,IF1305,2009883,37673.0,12343.0,15:15:00.500,2441.2
2013,04,15,CFFEX,IF,IF1306,2014173,35878.0,34626.0,15:15:00.500,2434.0
2013,04,15,CFFEX,IF,IF1309,1476129,2982.0,7692.0,15:15:00.500,2444.2
2013,04,16,CFFEX,IF,IF1304,2099010,675784.0,42907.0,15:15:00.500,2450.0
2013,04,16,CFFEX,IF,IF1305,2029127,94593.0,20381.0,15:15:00.500,2449.6
2013,04,16,CFFEX,IF,IF1306,2010926,45208.0,35717.0,15:15:00.500,2443.6
2013,04,16,CFFEX,IF,IF1309,1519850,3285.0,7918.0,15:15:00.500,2452.0
2013,04,17,CFFEX,IF,IF1304,2093355,539176.0,26707.0,15:15:00.500,2454.0
2013,04,17,CFFEX,IF,IF1305,2053333,176346.0,30783.0,15:15:00.500,2451.4
2013,04,17,CFFEX,IF,IF1306,2012916,44487.0,36490.0,15:15:00.500,2445.8
2013,04,17,CFFEX,IF,IF1309,1456817,2764.0,7983.0,15:15:00.500,2453.0
2013,04,18,CFFEX,IF,IF1304,2056511,232529.0,11904.0,15:15:00.500,2459.8
2013,04,18,CFFEX,IF,IF1305,2095795,701296.0,47534.0,15:15:00.500,2456.2
2013,04,18,CFFEX,IF,IF1306,2015302,62830.0,37036.0,15:15:00.500,2450.4
2013,04,18,CFFEX,IF,IF1309,1517795,3613.0,8036.0,15:15:00.500,2457.6
2013,04,19,CFFEX,IF,IF1304,1644290,65061.0,3075.0,15:00:00.500,2528.2
2013,04,19,CFFEX,IF,IF1305,2100904,860653.0,60597.0,15:15:00.500,2535.2
2013,04,19,CFFEX,IF,IF1306,2022338,81795.0,40167.0,15:15:00.500,2527.4
2013,04,19,CFFEX,IF,IF1309,1636210,5373.0,8249.0,15:15:00.500,2534.8
2013,04,22,CFFEX,IF,IF1305,2095473,470977.0,60817.0,15:15:00.500,2531.8
2013,04,22,CFFEX,IF,IF1306,2021442,39272.0,41244.0,15:15:00.500,2524.4
2013,04,22,CFFEX,IF,IF1309,1665384,3997.0,8614.0,15:15:00.500,2531.2
2013,04,22,CFFEX,IF,IF1312,1059438,1137.0,484.0,15:15:00.500,2551.0
2013,04,23,CFFEX,IF,IF1305,2098473,683054.0,55897.0,15:15:00.500,2448.4
2013,04,23,CFFEX,IF,IF1306,2020947,62129.0,40682.0,15:15:00.500,2434.8
2013,04,23,CFFEX,IF,IF1309,1880392,5547.0,8623.0,15:15:00.500,2446.0
2013,04,23,CFFEX,IF,IF1312,1284422,853.0,621.0,15:15:00.500,2468.8
